1981-01-01
"Air temperature"	"Precipitation"
-2.44	1.78
0.20	3.1
3.30	4.42
3.38	6.74
2.68	1.88
4.24	1.74
4.98	1.82
3.01	11.66
2.11	3
-0.01	0.68
1.82	2.84
2.02	0.7
1.75	0.02
3.45	3.36
2.62	0.12
1.93	0.66
0.55	10.06
-1.28	6.66
-0.98	0.02
-3.32	0.66
-0.12	1.24
-0.99	0.96
-0.02	16.6
0.44	0.7
0.63	2.82
0.11	1.4
0.21	1.94
0.39	2.84
0.83	1.24
-1.04	12.18
-2.93	4.56
-4.60	0
-3.67	0
-1.97	0
-1.99	0
-3.35	0
-3.00	0
-1.46	0.4
-0.93	8.38
-0.85	2.7
-0.25	2.74
-0.26	0
-1.23	1.8
-1.81	0.84
-2.70	1.06
-3.79	2.3
-3.32	0.56
-4.74	0.12
-2.40	0.26
-2.05	0.44
-5.62	0
-7.23	0
-7.04	0.34
-5.46	0
-4.03	0
-0.98	0.12
3.71	0.38
3.82	1.12
3.35	0.04
4.51	0
3.84	0.5
4.17	4.56
4.96	0.56
3.19	1.62
5.13	0.02
2.85	0.02
5.25	0.02
7.58	0.12
6.03	3.16
4.05	0
3.69	0.56
2.92	8.8
3.49	1.18
4.45	0.12
7.57	0.54
2.00	3.38
1.37	1.38
2.92	0.74
3.78	0.46
4.21	0.36
3.14	0.08
4.33	0
2.44	0.8
1.08	0.1
3.48	0.36
3.40	3.58
2.77	0.54
3.03	2.86
2.62	0.16
2.95	3.78
1.43	0.4
2.73	0
3.52	0.18
2.04	0.3
3.03	7.44
3.73	3.54
1.84	4.76
1.48	5.86
1.51	14.18
1.06	11.3
2.08	0.56
2.42	0.02
2.80	4.86
6.09	4.98
3.92	3.86
2.77	5.9
4.42	0.02
4.03	0.2
5.68	4.46
6.36	0.08
6.94	0.2
6.58	0.24
5.39	0.14
7.68	0
11.14	0
9.47	0.16
8.55	0.58
8.52	0.16
7.70	6.88
8.74	2.06
6.61	12.9
8.54	0.1
7.50	1.24
11.10	0.28
9.96	1.42
8.42	0.98
9.53	2.18
5.96	1.22
6.62	2.54
8.28	0.32
7.59	3.78
10.27	0.02
12.83	0.44
8.47	2.92
9.64	1.26
7.24	0.1
8.83	0.6
9.71	0.02
10.83	3.04
9.78	6.8
7.26	4.54
7.70	1.96
7.62	0.86
9.50	7.66
11.77	1.94
14.18	0.3
14.55	1.36
10.65	3.16
7.76	3.34
6.45	0.32
8.13	0
7.76	0.06
10.02	2.4
12.53	0.44
5.54	30.66
8.86	0.06
8.21	2.48
13.99	0.02
17.44	0
15.95	0.04
15.15	0.02
13.50	6.1
9.92	0
9.32	0
9.80	0
11.07	0
10.62	0
10.56	0
11.12	0.62
14.52	0
15.61	0.22
17.72	0
18.67	0
16.86	0
15.95	0
16.76	0
15.06	0
14.64	1.12
15.02	0.22
14.22	1.04
11.12	0
10.70	0.3
9.78	0.96
9.66	1.14
11.43	0.62
9.85	0
11.70	0
15.18	0.02
18.40	0.28
17.88	0.46
17.38	0
13.48	0.02
11.76	0.04
11.76	0.26
15.02	0
12.94	0.68
11.07	2.52
10.88	0.14
11.42	3.54
12.97	0.02
13.09	0.04
13.97	0.02
13.89	8.14
12.84	0.1
9.77	16.5
10.75	0.14
11.27	18.8
12.59	1.3
12.55	1.18
11.89	6.04
10.93	4.68
10.59	12.26
11.75	14.32
11.64	0.08
10.16	0
12.06	0
11.41	0
11.51	0
11.28	5.56
13.47	0.68
10.36	5.34
10.77	2.14
11.18	0.12
11.02	1.14
10.74	2.72
10.40	0.18
7.72	0.06
7.11	0.54
9.63	0.74
9.96	0.98
7.12	0.1
9.11	3.7
10.15	2.46
9.43	3.9
9.36	2.9
9.20	0.12
7.68	6.32
10.13	0.04
11.03	0.98
9.06	0.38
10.09	0.34
12.28	0
8.37	0.34
8.57	1.8
7.76	0.08
7.45	0.96
6.43	1.16
7.74	2.04
6.65	0.06
5.89	3.58
5.56	0.26
6.83	0.12
6.60	0.5
6.39	0.5
7.44	0
8.58	0
12.50	0
13.89	0.18
13.56	0.02
11.82	0.36
9.60	0
10.58	5.68
9.87	1.04
10.21	0.04
12.81	0.48
15.71	0
16.20	0
12.14	0
9.93	0
7.85	0
10.92	0
12.13	0.18
12.18	0.62
13.55	0.02
11.64	0
13.18	0
9.34	0
7.97	0
9.06	0.02
9.01	0
10.32	0
7.37	0
9.77	0
7.90	0.48
8.62	0.04
2.91	0
2.67	0.44
4.21	0.08
3.11	0.82
2.90	0.28
4.60	7.86
6.64	2.96
7.88	2.58
10.28	0.84
7.01	0.94
5.48	4.96
6.00	0.42
4.46	0.78
2.63	1.12
1.81	0.2
4.42	0.12
6.36	0.58
8.78	0.22
6.69	0.02
8.81	1.86
4.08	1.82
5.55	14.08
7.54	0.56
5.65	0.02
4.19	0.04
6.51	2.98
7.26	12.28
7.14	1.28
7.34	0.12
2.95	1.24
2.03	0
1.16	0
0.78	0
-0.12	8.1
1.21	0.64
5.24	0.16
6.64	0.08
7.69	0
3.92	0
5.62	0
8.64	0
4.77	0
5.84	0
7.76	0.18
6.49	1.82
6.62	1.86
6.30	25.22
2.20	0.98
2.95	1.44
3.60	3.38
2.02	15.74
1.84	0.14
1.59	3.14
2.67	0.4
1.98	7.96
2.05	0
-0.42	8.18
-1.15	0.62
0.19	0
1.96	0.5
0.79	0
0.29	5
1.04	8.5
1.27	4.38
1.05	0.68
1.92	0.88
3.25	0.76
2.55	0.02
1.18	0.38
2.63	0.16
5.82	0.26
1.91	0.56
1.21	25.5
1.32	1.4
-0.43	9.98
0.42	0
-0.71	1.72
0.48	0.5
0.93	2.12
0.54	0.96
0.10	0
-4.29	0
-4.32	2.66
-3.79	3.44
-6.37	4.44
-7.98	5.38
-6.72	4.32
-4.71	5.04
-1.36	1.14
-0.10	0.82
-1.09	0.16
-0.58	0.6
2.38	3.62
3.82	0.52
5.07	0
5.80	0.02
5.91	0
3.95	0
3.01	0.64
1.83	0.24
1.79	1.88
0.80	0.34
0.17	0
0.01	0
-1.84	0
-2.02	0.02
0.78	0.16
2.69	0.02
4.08	0.02
6.26	0.08
6.53	0.48
1.79	2.72
4.34	0
2.35	23.42
1.16	1.78
1.29	1.86
1.12	1.8
0.12	0
-1.97	0
-2.35	0
-2.99	2.32
-1.70	0.4
0.15	7.22
0.41	2.18
3.42	0.12
2.63	0.14
2.73	1
-0.76	0.02
-0.91	0
-1.15	0.02
1.04	1.6
4.98	1.26
6.49	0.6
5.44	15.18
4.16	0.52
1.41	0.34
1.51	0.32
0.83	2.8
1.71	4.18
0.98	1.02
0.68	1.02
0.25	0.16
1.04	0
1.17	0
0.47	0
1.23	4.58
3.86	1.12
2.91	0.74
2.85	3.18
4.26	6.46
1.21	0.34
-0.26	5.06
0.10	0
-1.94	0
0.42	0
1.56	0
-0.51	6.94
2.23	0.44
3.05	6.94
4.93	12.58
2.78	4.94
2.06	0.58
4.95	0.08
8.08	1.14
2.84	2.54
1.30	15.1
2.00	7.32
3.43	0.44
4.17	0
3.54	0.1
3.44	2.4
3.48	10.12
5.47	0.74
4.20	19.16
3.41	0.78
4.56	3.9
8.11	0.12
8.28	0
10.45	0
6.83	0
7.72	0.02
9.11	0.08
10.39	0.02
7.82	0.02
9.89	0.1
9.74	0
10.77	0
10.23	0
10.43	0
12.25	0
14.54	0
14.72	0
13.07	0
12.10	11.04
5.86	1.24
3.05	9.22
4.74	0.4
6.80	0.08
9.78	0
11.01	0
9.72	0
10.67	0.06
8.94	1.26
6.55	5.92
7.35	7.04
5.03	5.12
5.96	3.46
5.35	4.1
5.37	0.78
4.72	0.8
6.57	1.22
8.32	0.16
8.74	0
9.81	0.6
8.36	0.4
8.86	0.04
8.53	0
8.71	0
9.94	0
9.51	0
7.43	0
6.95	0.02
7.46	12.68
11.12	0.2
12.21	0.74
11.21	1.68
9.83	0.3
8.62	1.16
10.11	0.04
7.51	18.16
8.99	5.94
9.35	3.42
7.63	3.44
8.00	1.38
8.03	3
6.97	13.58
7.24	2.94
7.00	2.56
6.04	1.02
6.98	2.34
8.41	5.4
8.38	0.12
10.14	0.06
10.00	0
9.67	0.32
9.66	0.74
11.11	1
11.92	12.02
10.85	2.4
9.69	0.76
9.10	2.18
10.55	3.66
15.08	0.1
13.69	0.02
13.84	0.02
12.93	0.06
12.63	0.52
14.37	3.52
16.40	0
18.37	0.02
17.16	0.54
13.39	4.9
11.00	0.62
10.65	2.84
12.51	15.7
14.45	9.74
11.47	3.3
12.03	1.58
14.43	0.38
13.93	3.14
14.04	6.14
11.20	23.46
11.51	8.08
12.26	4.38
13.01	0.08
13.78	0
13.77	0
14.76	1.64
12.12	2.86
10.46	1.24
10.88	1.82
12.15	1
13.18	0.32
14.16	0.24
13.78	2
15.24	1.3
12.81	0
11.92	0.82
10.66	1.94
9.50	0.26
9.66	0.64
9.02	0.96
10.29	0.92
12.39	0
12.21	0
12.15	0
11.87	0.6
13.78	7.08
15.12	0.04
14.11	2.02
14.95	7.66
18.77	0.54
16.90	1
14.18	0.74
13.32	0.24
15.45	4.88
14.71	0
13.14	3.22
11.64	0.2
9.91	0.68
12.09	5.26
10.66	2.12
13.09	0.26
13.41	4.16
13.30	0.04
12.85	0
11.52	5.76
14.46	1.3
10.07	0.04
14.14	0.2
13.63	1.84
12.62	7.96
10.52	0.26
10.72	0.6
10.94	0.68
10.74	0.92
9.72	0.04
12.20	6.02
12.34	1.02
11.64	0.18
10.41	0.46
9.51	0.02
8.96	0
9.68	0.02
8.54	0.34
9.32	1.74
10.37	1.34
12.44	1.62
11.30	4.22
11.31	0.22
9.15	0.14
6.49	1.18
6.89	0.46
5.95	0.06
4.93	0.02
7.85	0
6.20	0
9.93	0
8.88	0
7.48	0
7.83	0.02
10.60	6.84
8.96	0.12
5.60	14.54
5.10	0.62
4.80	8.18
4.39	0.7
5.43	0.02
3.93	1.8
3.31	1.8
4.65	0.08
3.19	4.38
5.43	1.68
7.79	12.86
7.62	3.6
7.93	5.84
8.99	11.94
9.84	6.02
7.16	0.02
3.13	0
2.85	0
5.23	0.18
8.03	0.38
4.90	9.62
4.48	0
2.53	0.1
2.91	0.02
4.69	0.12
6.01	0.08
7.49	0
4.80	0
5.56	0
2.73	0.16
2.61	0
2.20	0.02
4.01	1.34
4.92	0.86
4.00	2.16
2.89	4.48
2.64	2.36
3.18	5.98
3.96	2.14
3.05	0.7
5.77	0.06
8.05	0.64
9.26	0.24
6.60	0.14
5.92	0.02
6.62	0.38
3.27	13.92
3.02	17.88
2.49	12.24
1.76	0.02
-1.10	0
0.12	0
2.27	0.12
3.48	1.46
3.26	0
0.84	0
-0.33	0
-1.05	0.32
0.83	0.12
2.25	0.44
2.41	0.28
-2.27	0
-2.12	0.24
-0.32	0.24
2.32	0.3
2.69	0.16
0.80	0
-3.05	0
-3.60	0
-1.13	3.46
1.61	3.9
5.80	0.62
5.94	0.12
8.17	5.12
8.47	2.48
7.44	2.04
5.55	0.16
5.04	0.02
6.16	0.46
6.72	0.54
7.86	0.16
6.31	7.48
7.96	0.16
7.72	0.82
6.26	8.7
5.04	1.04
6.96	1.08
4.71	0.58
0.71	0.02
-0.96	0
-1.75	0.08
-0.50	10.2
1.22	0.18
3.00	0.66
6.00	1.6
2.85	0
2.22	0.34
2.70	4.48
4.70	0.04
4.02	0.02
4.06	0
2.43	0.02
1.35	0
-0.78	8.04
0.84	7.04
2.18	0.08
0.72	0
0.56	0
0.11	7.68
0.76	37.14
2.19	21.38
1.97	3.78
0.27	0.18
0.44	4.76
1.52	11.9
2.72	6.82
2.91	6.44
1.84	6.82
2.81	0.76
3.81	2.46
1.03	0.16
1.71	0.06
0.34	3.52
-1.23	0.56
0.64	2.98
1.14	4.72
1.71	5.78
0.81	1.06
-1.40	2.1
0.97	2
2.58	0.68
3.42	0.88
2.53	0.46
4.61	0.18
5.27	0.3
5.83	0.14
6.18	0.06
4.53	0.3
4.59	1.34
1.28	3.04
1.17	2.68
0.73	0.54
3.03	1.22
5.75	0.38
2.58	3.72
-0.91	3.78
-0.45	1.52
1.15	2.82
0.62	4.2
-0.73	5.28
1.44	7.78
2.31	0.98
3.32	1.84
6.02	0.56
4.52	1.72
3.50	0.58
5.12	1.6
0.58	0.56
-0.13	0
-0.54	5.54
1.50	26.54
2.33	0.76
1.52	0.2
0.24	7.24
6.15	0.24
8.52	0
5.57	5.08
3.91	4.68
5.46	5.48
4.06	0.18
5.88	0.4
5.19	4.88
6.36	1.5
5.97	0.18
3.83	2
4.53	0.14
5.07	0.02
6.15	14.5
5.23	0.12
5.01	0.02
5.75	0
7.84	0
10.72	0.04
7.51	0.6
3.35	0.02
2.34	0.16
5.89	1.88
7.01	0.32
2.09	0.04
1.62	0
6.31	0.56
10.62	2.48
11.31	3.38
8.73	4.86
6.31	22.26
9.19	0.18
7.22	20.44
4.81	0.04
4.08	0
3.14	0
4.59	0.08
7.60	2.38
5.70	0.18
3.63	0
3.29	0
3.56	0.1
4.28	3.68
5.53	16.3
7.69	0.84
6.68	1.8
6.64	0.42
9.06	0
11.27	0
10.58	0
8.30	1.48
11.02	0.46
11.09	0.24
7.67	0
8.86	0
11.22	0
10.88	0
9.90	0
9.35	0.14
6.40	3.52
5.43	1.3
5.64	0.84
6.17	0
8.29	0
7.97	0
8.40	1.78
11.86	4.32
9.58	0.02
9.49	4.92
11.81	0.02
9.33	0.12
10.32	6.9
11.39	0.94
10.65	1.36
11.88	1.9
12.68	1.02
10.40	6.32
9.26	0.22
9.24	0
10.66	0
12.82	0
10.86	0
10.47	0
11.33	0
11.50	0
13.66	0
14.15	0
13.14	0.04
13.99	0
12.86	0.82
12.14	0.06
14.56	0
15.10	0.18
14.49	4.56
15.21	2.68
11.65	0
15.70	0
17.56	0.02
15.63	1.62
14.14	0
13.90	0.12
13.21	0.5
13.28	0
14.45	12.58
14.74	7.46
13.20	13.52
11.87	0.22
11.87	29.76
13.31	5.02
14.76	0.62
12.24	2.86
11.50	1.84
12.85	3.7
14.50	0.66
12.92	0
13.16	3.08
11.66	6.32
12.41	1.94
12.30	0
10.54	6.5
12.87	2.74
13.01	0.8
16.27	0.16
12.48	0.4
11.02	2.22
13.17	1.12
14.56	2.28
13.52	5.96
11.73	0.38
12.69	0.02
12.11	0
10.50	7.94
11.73	1.12
10.82	6.84
11.97	6.68
11.37	4.42
11.42	5.62
13.33	0.04
13.69	0.7
15.63	3.46
17.66	0.46
15.80	0
14.44	3.54
15.11	0.48
11.84	5.52
13.44	0.42
12.69	7.1
12.74	7.5
14.79	1.18
13.71	0
12.74	0
11.56	11.72
14.36	6.5
10.37	11.22
12.20	3.04
11.22	0.16
11.07	4.32
11.90	1.14
12.64	2.18
9.68	2.06
10.36	3.1
13.57	0
11.93	2.88
10.91	0.02
11.85	1.48
12.09	0.1
8.77	27.84
12.22	2.84
10.78	0.02
11.21	0.74
13.17	0
10.48	4.36
15.35	4.78
16.58	3.3
11.88	3.52
13.45	1.9
10.88	2.92
9.83	13.58
9.60	1.02
9.18	0.1
10.30	0.06
13.13	0
11.83	0
13.61	0
13.87	0
13.20	0
12.83	0.02
10.27	1.82
7.92	3.48
8.25	0.04
8.69	0.78
10.40	0.04
11.43	0.02
9.31	5.92
6.99	0.9
5.79	0
7.95	1.58
11.51	0.82
10.94	1.46
8.07	5.94
10.10	2.52
7.27	4.6
6.41	9.6
7.14	7.5
5.57	5.6
5.46	0.48
4.12	2.68
6.37	13.32
9.59	0.76
8.83	0
6.97	0
7.54	0.04
8.62	0
9.51	22.24
9.92	29.96
9.00	2.32
9.56	0.82
10.55	0.04
4.59	1.56
6.15	3.94
8.75	18.18
11.04	0.04
8.64	8.34
3.94	1.42
1.62	0
2.41	0
3.93	0
4.92	0.58
3.63	0
1.55	0
2.00	3.24
3.35	0.04
5.72	0
6.02	0
6.26	3.78
8.37	0.36
8.93	0.5
6.16	0.02
6.02	2.12
5.99	0.1
8.36	0
5.66	0
5.23	0.24
4.24	13.04
2.63	0.28
1.19	4.42
-0.68	7.86
-0.15	0.08
0.63	0
3.49	0.02
3.85	0
4.92	0.04
3.60	0.02
6.24	2.76
6.24	0.98
2.20	10.78
2.00	9.02
1.86	0.54
1.37	0.86
2.16	3.12
3.59	0.92
3.30	1.16
3.24	0.28
5.76	0.02
6.94	0.48
6.51	4.26
7.12	0
8.61	1.14
7.35	0.04
6.53	0
4.27	0
5.68	0.68
3.62	0.2
5.52	0.2
6.44	1.12
4.29	1.52
5.07	0.1
6.58	0.16
4.05	0.48
3.67	0.56
5.05	1.36
5.34	0.9
7.36	0.06
6.69	0
8.23	0.28
10.22	0.14
9.41	3.84
7.58	0.22
6.87	0
5.34	0
5.19	0.92
5.02	0.24
2.73	0.74
4.77	0.44
7.06	0.02
8.86	1.4
4.87	0
1.91	0.1
3.04	0.26
3.16	0.36
3.74	4.8
6.18	0.1
7.10	0
8.80	0.24
3.53	0
5.74	0.02
7.31	0
8.03	0.3
3.61	0
3.08	0.08
3.88	0.04
8.02	0.04
6.54	0.02
7.16	0.04
7.18	0.46
5.36	0
6.47	0.04
9.61	0
6.56	0
4.33	0
5.43	0
8.74	0.1
5.79	1.82
5.73	0.02
6.70	0.8
6.54	0.16
2.83	0.02
4.07	0
4.87	0
1.85	0.5
2.04	0.52
3.73	3.66
5.48	3.94
2.30	0.84
-0.73	0
-0.01	2.58
4.39	4.24
2.67	0.24
1.70	0.04
1.92	1.72
2.23	0.66
1.16	0.12
2.44	10.96
1.43	3.24
-0.30	0.12
-0.03	0.5
1.86	20.64
4.12	4.54
2.97	10.16
4.38	0.9
4.71	1.22
5.63	1.48
7.93	0.26
4.29	0
2.00	1.72
5.61	1.98
3.87	0.14
5.13	0.02
5.91	7.4
3.57	2.12
3.02	1.48
2.91	0.62
0.58	0.52
0.43	0.14
3.98	0.02
4.99	1.44
2.12	0.04
1.95	1.94
2.46	1.46
1.78	6.56
3.70	3.14
4.34	0.4
5.98	0.12
9.07	1.66
5.88	0.02
4.98	0.02
9.22	0
6.96	0
5.36	0.72
4.12	1.38
1.59	3.32
2.11	2.32
1.79	0.54
2.92	7.46
4.23	3.22
5.92	0.32
4.00	0.36
5.92	3.92
3.82	10.8
6.89	0.12
3.74	0
5.97	0.8
6.84	0
4.42	2.84
6.96	0.42
7.35	0.02
6.14	0.12
6.77	0.44
7.14	2.88
2.99	0.52
1.56	0.14
0.96	3.06
1.78	2.68
1.70	0
2.95	13
4.36	0.38
5.85	0
8.24	1.36
12.15	0
12.38	0
11.79	0
11.96	0
8.21	0
8.51	0
10.80	0
10.06	0.04
6.14	0.34
5.64	0.1
5.15	27.12
4.52	10.68
7.07	0.1
7.04	0
12.60	0.38
8.73	0.04
11.06	0.1
12.00	0.64
9.11	0
12.54	0
12.00	0
11.88	0
13.97	0.04
10.07	12.34
9.68	0
9.74	0
12.70	0
12.86	0.04
7.17	1.38
5.45	0.98
5.96	0.72
5.15	1.32
5.70	4.56
6.44	0.04
6.75	0.26
6.89	13.66
7.69	0.42
6.59	0.26
7.57	4.88
9.61	0.04
11.35	0.28
11.72	0.02
16.21	0.46
16.06	3.5
15.73	0
12.46	0
15.41	0
16.32	0
16.91	0
17.94	0.2
17.95	0.74
13.36	0
13.48	0
12.30	0
12.06	0.14
13.92	0.02
13.13	6.82
10.79	1.9
8.44	5.44
8.64	0.14
6.45	1.22
10.46	0.14
14.19	0
15.61	0
16.89	0
17.10	0
16.15	0
15.93	0
13.21	0
13.49	0.48
14.17	4.92
15.12	0.12
16.62	0.02
12.89	0
11.96	0
17.41	0.04
16.20	0
13.38	0
15.80	0
15.85	0
15.97	0.02
15.70	0.62
19.15	0.02
17.65	0.5
19.15	0
16.35	2.42
15.74	0.12
14.62	1.34
15.08	0.02
16.73	1.68
12.26	0.66
11.23	0.68
12.54	0
13.29	0
14.03	0
14.82	0.02
13.05	8.96
16.45	8.22
14.69	0.16
14.11	4.04
17.50	0
12.32	1.2
13.77	0.34
10.54	0.02
13.37	0.5
10.61	5.86
14.02	0.62
14.08	1.46
13.08	0
13.66	0
14.68	6.7
14.28	2.18
13.81	0.08
12.41	0
13.87	2.76
12.14	5.32
10.91	1.22
9.63	4.62
10.01	0.76
8.48	0.36
11.42	0.06
14.68	16.1
10.73	0.04
9.39	0.3
8.47	0
7.31	0
10.67	0.1
11.74	2.4
15.70	1.74
10.02	1.46
9.72	0.18
7.14	0.02
6.15	0
7.38	0.02
11.14	0.16
13.18	1.32
7.61	0.18
6.93	2.08
10.38	0.02
10.26	1.24
12.53	0.16
12.88	0.86
13.78	0.5
12.25	0.16
12.56	28.06
12.91	0.44
12.71	0.1
14.64	0.16
8.25	0.02
8.49	0
9.97	0
11.67	0
9.09	0
9.20	0
7.01	0
7.59	0
10.52	0.1
10.57	2.16
6.90	0.4
8.61	0.36
8.73	0.16
9.04	0.52
10.03	0.2
7.92	3.4
8.69	0.1
6.70	0.02
5.94	2.16
6.50	1.96
9.36	2.92
13.60	1.18
10.15	3.9
9.64	2.62
8.16	9.7
6.93	2.22
8.96	0
8.96	0
8.61	0.04
8.62	0
7.73	0
5.18	15.4
5.96	10.88
9.28	3.78
7.44	0.56
7.99	1.78
7.04	3.4
7.83	0.58
6.91	0.02
5.69	0.02
2.56	0.14
4.46	0.1
4.98	0
1.18	0
3.07	2.86
5.50	4.48
7.10	0.04
4.45	8.88
7.08	0.1
8.82	0
4.86	0
5.50	0
6.89	0.38
7.11	0.28
7.09	0.04
6.36	0.58
6.00	1.42
3.34	0.18
3.41	1.36
2.47	0.38
-0.07	0.06
1.48	0.08
4.12	0
4.06	0.08
2.21	0
1.44	0
0.16	0.28
1.16	0
2.96	0.18
3.13	0.08
4.31	0
2.61	0.14
2.11	0.1
0.81	0.48
1.81	0.24
2.87	0.16
1.44	0
-2.68	0.14
-2.51	0.26
-6.49	0
-4.75	2.48
-1.75	32.9
2.91	1.88
2.85	0.24
0.03	4.58
-1.50	4.44
2.26	0.18
1.86	0.02
4.40	0.36
5.34	2.76
5.74	0.46
3.89	0
-1.70	0.04
-1.06	0.08
-0.78	0
0.90	0.16
1.81	0.14
3.06	0.66
1.85	1.3
1.30	2.98
3.01	0.08
3.47	0.82
4.17	0.02
4.25	0.42
3.30	0.12
4.47	1.4
5.59	0.56
8.80	0.02
6.26	0
2.36	0
5.52	0.02
9.38	0.02
7.28	5.22
3.80	0.46
3.53	0.42
3.40	0.16
5.23	0
7.77	0.76
5.02	5.8
2.80	0.1
0.27	0.66
-0.27	24.64
0.30	0.04
0.96	1.26
1.35	0.48
1.96	2.06
4.09	6.12
3.94	1.12
4.07	7.8
2.95	0.24
4.25	1.26
6.72	0.84
9.76	1.38
6.31	16.16
4.51	0.12
2.31	0
5.03	0.02
5.39	1.48
1.61	8.62
1.31	0.12
0.55	1.54
0.14	0
-0.18	0
2.06	1
1.70	3.06
4.39	4.4
6.40	2.94
6.77	1.9
6.32	0.98
7.68	0
10.96	11.4
4.56	9
5.12	6.44
2.21	1.54
1.65	0.24
1.99	1.86
0.47	2.84
0.94	0.56
4.87	0.04
5.06	0.28
6.24	1.44
7.91	0.58
9.56	0
4.01	0.36
3.18	5.54
6.86	0.3
6.40	0.68
6.72	0.02
4.20	0.62
7.80	0.02
10.43	0.04
11.60	0.02
11.07	0
11.16	1.28
5.50	0.14
5.59	0.78
7.13	0.4
6.87	0
7.78	1.28
3.27	3.6
3.41	0.5
5.73	0
4.77	0.02
4.51	0
8.05	0
12.55	0
8.24	0
8.13	5.96
7.94	4.24
0.26	6.52
1.21	0.06
3.99	0.54
3.61	0.94
3.81	0
4.99	0.12
7.20	0
8.47	0.02
9.94	0
8.49	0.52
4.34	3.36
3.41	0.02
3.81	0.24
3.96	0
3.67	0.12
3.50	0.14
4.14	0.98
8.10	0.02
4.15	2.54
9.08	0.4
8.38	2.56
8.87	0
7.13	0.14
5.72	0.16
6.18	0.74
9.47	0
14.27	0
11.78	0
13.35	0
14.70	0
14.33	0
16.15	0.1
12.60	0.88
8.69	11.64
6.49	8.6
6.63	3.32
8.14	13.52
8.18	4.44
7.03	0.1
7.78	0
9.10	0
9.23	0
7.35	1.84
7.31	0.1
6.69	0
7.31	0
7.19	0
8.10	0
8.83	1.16
9.48	0
9.66	1.12
7.94	0.58
7.88	0
7.30	0
8.12	0
9.34	1.76
13.44	1.44
12.53	0.26
11.45	1.1
12.80	8.14
11.36	0.58
10.65	0.88
10.48	0.02
9.30	0.72
7.12	11
8.90	1.7
8.88	3.06
14.46	0
10.45	0.16
8.93	0
9.02	0
9.91	0
12.34	0
13.01	0
13.04	0
13.04	0.1
13.20	2.44
9.89	1
10.27	0.98
11.14	2.2
9.95	2.88
11.77	0.06
10.70	1.04
11.39	0
12.61	12.9
12.94	7.7
12.93	0.34
10.07	1.74
11.61	29.28
10.81	3.32
10.21	0.18
10.24	0
10.44	4
9.62	2.98
11.13	0.54
11.99	4
12.39	0.08
10.64	2.7
13.10	0
13.77	0
12.92	0
10.46	0
11.46	0
13.69	11.84
14.66	0
13.71	0
15.80	0
17.26	0.08
15.41	0.92
14.15	0
12.65	0
11.47	0
11.38	0
13.63	0
14.81	0
15.51	0.24
17.07	1.66
12.58	0.18
17.73	0
16.35	0
17.94	0
19.88	0
18.79	1.48
14.31	1.08
12.84	4.7
11.19	0.78
11.61	0.04
14.85	4.6
14.65	3.48
15.02	0.02
15.59	0.22
15.54	0.32
13.19	0.66
12.47	1.9
9.70	12
11.21	1.02
10.98	0.66
10.02	0
11.31	9.88
11.88	0.18
12.74	0
16.79	0
14.11	0
18.82	0
14.97	0
14.17	0.02
15.74	0
17.44	0
15.92	0.04
10.93	0.02
13.27	0.94
11.61	5.42
15.71	0.16
15.22	0.28
8.66	0.58
7.09	1.12
9.82	4.26
10.55	0.62
11.41	0.16
11.62	0
13.01	0
12.35	0
12.76	0
10.82	0
8.85	0
7.51	0
6.90	0.02
9.33	0.08
12.76	1.32
7.78	0.14
7.65	4.32
5.56	0.38
7.48	5.22
5.72	30.76
7.28	3.9
8.05	1.06
7.34	0.02
8.28	0.22
11.73	0.24
10.92	5.7
9.35	2.58
8.09	1.98
10.02	6.48
9.74	0.06
8.84	0.16
11.51	15.98
6.84	34.48
6.59	0.24
7.29	0.02
11.46	0.02
7.98	0.02
7.00	1.84
9.54	0.02
11.55	0
12.24	0.74
11.72	10.76
10.27	0.1
6.29	2.38
8.38	0.2
7.92	0.8
8.74	14.68
9.17	0.24
7.57	0
8.39	0
8.67	3.6
8.00	0.2
9.31	8.62
8.34	1.12
4.75	24.3
4.42	0
0.60	5.42
3.26	0.02
2.93	11.4
4.29	12.58
4.50	9.36
3.53	1.2
4.07	1.1
4.73	0.32
5.21	0.66
5.44	0.16
5.47	0.02
6.29	0.1
4.96	0
7.69	1.28
9.45	0.34
7.88	0.16
6.46	0
9.00	0.94
4.50	2.1
3.54	1.98
3.42	0.04
1.39	5.32
1.31	0.02
0.24	0.02
0.58	4.88
2.30	24.74
2.65	3.24
2.74	0.8
1.82	0.26
2.19	0
3.21	0.28
3.25	0
3.56	0.02
5.46	0
5.99	0.1
5.26	0.36
3.82	0
3.96	2.16
0.34	6.84
-0.06	14.2
0.52	2.86
1.17	0
2.65	0.92
1.13	0
0.83	0.12
2.22	0.02
0.92	0.14
2.49	0
2.40	0
1.03	0
1.32	3.18
2.95	3.12
6.76	2.22
7.51	5.38
5.56	1.7
2.47	9.14
3.05	3.36
3.08	2.36
1.42	2.98
2.20	4.36
0.16	3.64
0.81	2.98
0.95	0
2.52	7.8
2.49	4.18
1.59	1.12
2.48	6.52
2.46	2.74
2.66	0.22
-1.64	0.02
-1.14	0
-1.27	0
0.02	0.16
0.58	0.16
-0.94	0
-1.82	0
-2.13	0
-0.88	0
0.58	0
1.37	0
2.37	3.98
4.64	0.28
5.56	0.02
3.55	0
3.14	0
3.76	0
